
0,0.7277486914115426,0.525492930131433,0.8958333333333334,0.3630836009979248
1,0.9633507831558508,0.14687922409691737,0.9270833333333334,0.2143967201312383
2,0.981675392670157,0.05398056166568352,0.9270833333333334,0.14689215024312338
3,0.9895287958115183,0.02297093376946387,0.9375,0.1338228608171145
4,0.9895287958115183,0.01395482384156026,0.9375,0.11604708681503932
5,0.9895287958115183,0.010888292136021856,0.9375,0.10211163759231567
6,0.9895287936270549,0.00980834731178758,0.9375,0.10172511885563533
7,0.9895287936270549,0.009283245331485859,0.9375,0.10255339120825131
8,0.9973821989528796,0.008757264107095165,0.96875,0.10061554114023845
9,1.0,0.008552149545245302,0.96875,0.09445422391096751
0,0.7670157049338855,0.46235509458636737,0.90625,0.3111412227153778
1,0.9685863874345549,0.12246754666039457,0.9166666666666666,0.15993746121724448
2,0.9869109925799345,0.044318710263642966,0.9166666666666666,0.14944666624069214
3,0.9895287936270549,0.018166584825796608,0.9479166666666666,0.08207001971701781
4,0.9895287958115183,0.011970046771134382,0.9479166666666666,0.08008032913009326
5,0.9895287958115183,0.009760279494888729,0.9479166666666666,0.0773215964436531
6,0.9895287936270549,0.00894149843388827,0.9479166666666666,0.0753336821993192
7,0.9895287958115183,0.008638857915346555,0.9791666666666666,0.07297325072189172
8,1.0,0.00843619674088248,0.9791666666666666,0.07106501484910648
9,1.0,0.008078776480366734,0.9791666666666666,0.06992654067774613
0,0.8350785318469502,0.4191248180510486,0.90625,0.2686068018277486
1,0.981675392670157,0.08128098663703309,0.9479166666666666,0.1532280072569847
2,0.9869109947643979,0.024783243795769065,0.9270833333333334,0.15273186067740122
3,0.9895287958115183,0.012869719891316448,0.9479166666666666,0.09764081860582034
4,0.9895287958115183,0.009565714375525518,0.9479166666666666,0.09668540644148986
5,0.9947643979057592,0.00852465946215122,0.9791666666666666,0.10081374272704124
6,1.0,0.007868187710781781,0.9791666666666666,0.09665391407907009
7,1.0,0.007525253683786976,0.9791666666666666,0.09499033726751804
8,1.0,0.007048213337572457,0.9791666666666666,0.0944949093585213
9,1.0,0.006699713224335452,0.9791666666666666,0.09324625662217538
0,0.7879581133108489,0.49766573075848725,0.8958333333333334,0.33610087633132935
1,0.9790575894385732,0.12630448860959856,0.9375,0.18420709669589996
2,0.9895287958115183,0.0429081621175115,0.9479166666666666,0.106552354991436
3,0.9895287958115183,0.01677501372778447,0.9479166666666666,0.08171552792191505
4,0.9895287958115183,0.011745683751337192,0.9479166666666666,0.06450276573499043
5,0.9895287936270549,0.009959399212561353,0.9479166666666666,0.06138513019929329
6,0.9895287958115183,0.009473892039721783,0.9479166666666666,0.06151662580668926
7,0.9895287936270549,0.008969236487103382,0.9479166666666666,0.05814681543658177
8,0.9947643979057592,0.008396051480332439,0.9791666666666666,0.055309963412582874
