najib diikat jamin,Real,"20 Sep 2018 ... KUALA LUMPUR: Mahkamah Sesyen di sini membenarkan bekas Perdana 
Menteri, Datuk Seri Najib Razak diikat jamin RM3.5 juta dengan ...",Fake,1,10,0.22231221097218504,0,0.0,Real,8,2,7.653577169403434,2.346422965754755,Real,0.9984072,0.001592889,1,0.041666666666666664
,,"20 Sep 2018 ... Najib diikat jamin RM3.5 juta. Paparan berita-berita terkini dan ringkas dalam 
bentuk visual yang dikemas kini setiap hari di portal berita ...",,,,0.13347166077674008,,,,,,,,Real,0.9922672,0.0077328454,,
,,"20 Sep 2018 ... Mahkamah Sesyen di sini membenarkan bekas Perdana Menteri, Datuk Seri 
Najib Tun Razak diikat jamin RM3.5 juta dengan dua penjamin ...",,,,0.21414302945384767,,,,,,,,Real,0.9558385,0.044161435,,
,,"20 Sep 2018 ... KUALA LUMPUR: Bekas Perdana Menteri Datuk Seri Najib Razak yang ... tidak 
boleh diikat jamin dan jika mahkamah membenarkan jaminan, ...",,,,0.2085031728856811,,,,,,,,Real,0.99871135,0.0012886623,,
,,"4 Jul 2018 ... DATUK Seri Najib Tun Razak melambaikan tangan kepada penyokongnya 
selepas diikat jamin atas dakwaan berkaitan kes SRC International ...",,,,0.1879672066430445,,,,,,,,Fake,0.062300358,0.9376996,,
,,"21 Sep 2018 ... NAJIB TUN RAZAK melambaikan tangan selepas diikat jamin RM3.5 juta 
dengan dua penjamin setelah mengaku tidak bersalah terhadap 21 ...",,,,0.16854385539452274,,,,,,,,Real,0.9960433,0.003956651,,
,,"4 Jul 2018 ... ekas Perdana Menteri, Datuk Seri Najib Razak meninggalkan ... Kuala Lumpur 
selepas diikat jamin atas empat pertuduhan pecah amanah dan ...",,,,0.1988816498622957,,,,,,,,Fake,0.028310047,0.97168994,,
,,"4 Jul 2018 ... Anak bekas Perdana Menteri, Datuk Seri Najib Razak, Nooryana Najwa Najib, 
Norashman Najib serta menantunya Daniyar Kessibayev hadir ...",,,,0.16439941945587142,,,,,,,,Real,0.89445084,0.10554915,,
,,"4 Jul 2018 ... Hakim Mohd Sofian Abd Razak membenarkan Najib diikat jamin sebanyak RM1 
juta dengan dua orang penjamin dan memerintahkan Najib ...",,,,0.23959666586475215,,,,,,,,Real,0.98897845,0.011021614,,
,,"4 Jul 2018 ... BEKAS Perdana Menteri, Datuk Seri Najib Razak meninggalkan ... Lumpur 
selepas diikat jamin dan pulang ke kediamannya di Jalan Langgak ...",,,,0.20337343600217786,,,,,,,,Real,0.7382699,0.26173016,,
kfc tidak halal,Fake,"3 Feb 2018 ... SELEPAS Afzal Lokhandwala membuka francais KFC pertamanya pada 2002, 
dia mula mempromosikan restorannya itu ada menggunakan ...",Fake,1,10,0.09259398970669827,1,0.041666666666666664,Real,10,0,8.946103036403656,1.053896939381957,Real,0.9713288,0.028671263,1,0.041666666666666664
,,"22 Apr 2018 ... Pengurus Besar Bahagian Halal dan Syariah QSR Brands (M) Holdings Bhd, ... ""
Apabila syarikat sudah bersedia dari segala sudut, kita tidak akan ... 
Penggunaan ayam mentah untuk kegunaan KFC dan Pizza Hut pula ...",,,,0.15191545402989914,,,,,,,,Real,0.9818994,0.018100582,,
